curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.6972748815165877,['H1EE7', 'S62R', 'S60K', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1ED19', 'H1PF10', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H1FS12', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H1ED9', 'H1PF34', 'H1FS11', 'H1FS2', 'H2WP4', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H1DS9', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H2WP5', 'H1IR12', 'H2WP14', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29'],23,5,10
121,0.7031990521327014,['H1EE7', 'H2SE4', 'S60K', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1DS7', 'H1PF10', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H2ED11', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H2TO15', 'H1PF34', 'H1ED2', 'H1FS2', 'H2WP4', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H2FS10', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H1FS14', 'H1IR12', 'H1FS2', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29'],19,2,11
122,0.7031990521327014,['H1EE7', 'H2SE4', 'S60K', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1DS7', 'H1PF10', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H2ED11', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H2TO15', 'H1PF34', 'H1ED2', 'H1FS2', 'H2WP4', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H2FS10', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H1FS14', 'H1IR12', 'H1FS2', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29'],19,2,11
123,0.7031990521327014,['H1EE7', 'H2SE4', 'S60K', 'H2PF24', 'H2DS11', 'H1GH22', 'H2DS14', 'H1GH21', 'H1PF16', 'H1DS7', 'H1PF10', 'H1GH29', 'H2FS2', 'H1ED20', 'H1ED18', 'H1TO9', 'H2FV5', 'H2ED11', 'H1FS6', 'H2PF31', 'H2FV2', 'H1FS4', 'H2TO15', 'H1PF34', 'H1ED2', 'H1FS2', 'H2WP4', 'H2FS14', 'H2DS8', 'H2ED5', 'H1PF8', 'H1GH20', 'H2PF21', 'H2ED17', 'H2FS10', 'H2DS10', 'H2PF17', 'H1WP4', 'H2PF15', 'S59E', 'H2PF12', 'H1FS14', 'H1IR12', 'H1FS2', 'S62O', 'H1ED2', 'H2ED3', 'H1FS19', 'H2GH25', 'H2PF29'],19,2,11
124,0.7037914691943128,['H1GH20', 'H2WP5', 'H2FV5', 'H1PF16', 'H2FS2', 'H1PF16', 'H2DS12', 'H1PF2', 'H2PF5', 'H2PF5', 'H2ED17', 'H2PF28', 'H2PF13', 'H1ED15', 'H1PF34', 'H2PF26', 'H1DS13', 'H1FS16', 'H1SE4', 'H2PF9', 'H2PR3', 'H1DA2', 'H1GH17', 'H2GH23', 'H1FS3', 'H2WP6', 'H1ED15', 'H1FS4', 'H1GH18', 'H1DS6', 'H2ED11', 'H1FS7', 'S60O', 'H1GH18', 'H2PF4', 'H1PF5', 'S60M', 'H1PF24', 'H2FS11', 'H1PF30', 'H1ED2', 'H2PF5', 'S45A', 'H1GH19', 'H1GH28', 'H1RF14', 'H1FS19', 'H2FS3', 'H1DS15', 'H1FS19'],20,72,28
125,0.7037914691943128,['H1GH20', 'H2WP5', 'H2FV5', 'H1PF16', 'H2FS2', 'H1PF16', 'H2DS12', 'H1PF2', 'H2PF5', 'H2PF5', 'H2ED17', 'H2PF28', 'H2PF13', 'H1ED15', 'H1PF34', 'H2PF26', 'H1DS13', 'H1FS16', 'H1SE4', 'H2PF9', 'H2PR3', 'H1DA2', 'H1GH17', 'H2GH23', 'H1FS3', 'H2WP6', 'H1ED15', 'H1FS4', 'H1GH18', 'H1DS6', 'H2ED11', 'H1FS7', 'S60O', 'H1GH18', 'H2PF4', 'H1PF5', 'S60M', 'H1PF24', 'H2FS11', 'H1PF30', 'H1ED2', 'H2PF5', 'S45A', 'H1GH19', 'H1GH28', 'H1RF14', 'H1FS19', 'H2FS3', 'H1DS15', 'H1FS19'],20,72,28
126,0.7037914691943128,['H1GH20', 'H2WP5', 'H2FV5', 'H1PF16', 'H2FS2', 'H1PF16', 'H2DS12', 'H1PF2', 'H2PF5', 'H2PF5', 'H2ED17', 'H2PF28', 'H2PF13', 'H1ED15', 'H1PF34', 'H2PF26', 'H1DS13', 'H1FS16', 'H1SE4', 'H2PF9', 'H2PR3', 'H1DA2', 'H1GH17', 'H2GH23', 'H1FS3', 'H2WP6', 'H1ED15', 'H1FS4', 'H1GH18', 'H1DS6', 'H2ED11', 'H1FS7', 'S60O', 'H1GH18', 'H2PF4', 'H1PF5', 'S60M', 'H1PF24', 'H2FS11', 'H1PF30', 'H1ED2', 'H2PF5', 'S45A', 'H1GH19', 'H1GH28', 'H1RF14', 'H1FS19', 'H2FS3', 'H1DS15', 'H1FS19'],20,72,28
127,0.7037914691943128,['H1GH20', 'H2WP5', 'H2FV5', 'H1PF16', 'H2FS2', 'H1PF16', 'H2DS12', 'H1PF2', 'H2PF5', 'H2PF5', 'H2ED17', 'H2PF28', 'H2PF13', 'H1ED15', 'H1PF34', 'H2PF26', 'H1DS13', 'H1FS16', 'H1SE4', 'H2PF9', 'H2PR3', 'H1DA2', 'H1GH17', 'H2GH23', 'H1FS3', 'H2WP6', 'H1ED15', 'H1FS4', 'H1GH18', 'H1DS6', 'H2ED11', 'H1FS7', 'S60O', 'H1GH18', 'H2PF4', 'H1PF5', 'S60M', 'H1PF24', 'H2FS11', 'H1PF30', 'H1ED2', 'H2PF5', 'S45A', 'H1GH19', 'H1GH28', 'H1RF14', 'H1FS19', 'H2FS3', 'H1DS15', 'H1FS19'],20,72,28
128,0.7037914691943128,['H1GH20', 'H2WP5', 'H2FV5', 'H1PF16', 'H2FS2', 'H1PF16', 'H2DS12', 'H1PF2', 'H2PF5', 'H2PF5', 'H2ED17', 'H2PF28', 'H2PF13', 'H1ED15', 'H1PF34', 'H2PF26', 'H1DS13', 'H1FS16', 'H1SE4', 'H2PF9', 'H2PR3', 'H1DA2', 'H1GH17', 'H2GH23', 'H1FS3', 'H2WP6', 'H1ED15', 'H1FS4', 'H1GH18', 'H1DS6', 'H2ED11', 'H1FS7', 'S60O', 'H1GH18', 'H2PF4', 'H1PF5', 'S60M', 'H1PF24', 'H2FS11', 'H1PF30', 'H1ED2', 'H2PF5', 'S45A', 'H1GH19', 'H1GH28', 'H1RF14', 'H1FS19', 'H2FS3', 'H1DS15', 'H1FS19'],20,72,28
129,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
130,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
131,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
132,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
133,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
134,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
135,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
136,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
137,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
138,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
139,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
140,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
141,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
142,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
143,0.7037914691943128,['H1TO9', 'H2PF25', 'H2DS10', 'H1FS7', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2GH45', 'H1FS4', 'H2PF26', 'H2FS8', 'H1PF26', 'H1ED2', 'H1PF14', 'H2PF10', 'H1DS9', 'H1DA6', 'H2WP7', 'H1DS9', 'H2GH25', 'H2DS1', 'H1WP10', 'H1PF5', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H2PF34', 'H1WP5', 'H2TO26', 'H2DS7', 'H2FS9', 'H1DS7', 'H2PF32', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF35', 'S62E', 'H2WP3', 'H2DS8', 'H1PF25', 'H2PR5', 'H2FS15', 'H2FV7', 'H2ED16'],3,72,25
144,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
145,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
146,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
147,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
148,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
149,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
150,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
151,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
152,0.7079383886255924,['H1EE7', 'H2WP4', 'H1PF33', 'H1ED17', 'H2FV2', 'H2ED14', 'H2WP3', 'S62E', 'H1RM14', 'H2DS9', 'H2FS14', 'H1DA6', 'H2TO1', 'H2FS9', 'H2WP14', 'H2FV5', 'H1PF32', 'H2EE12', 'H1ED2', 'S60M', 'H1DS6', 'H2PF15', 'H1DS5', 'H1DS10', 'H2GH26', 'H1FS10', 'H1PF26', 'H1FS5', 'H1TO9', 'H1PF23', 'H2FV5', 'H1ED15', 'H1DS5', 'S62B', 'H2PF30', 'H1DS9', 'S60O', 'H2PF5', 'H1FS8', 'H1FS19', 'H1FS13', 'H1ED20', 'H2PF31', 'H1FS13', 'H1FS19', 'H2PF25', 'H1DS9', 'H2WP7', 'H2TO15', 'H1WP1'],63,3,4
